QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	AnswerPhrase1	AnswerPhrase2	AnswerPhrase3
Q2230	when was fdr elected as president	D125	Franklin D. Roosevelt	D125-0	Franklin Delano Roosevelt ( or ; January 30, 1882 – April 12, 1945), also known by his initials, FDR, was the 32nd President of the United States (1933–1945) and a central figure in world events during the mid-20th century, leading the United States during a time of worldwide economic depression and total war.	1933		1933–
Q2231	where was ms-13 originally from	D2101	MS-13	D2101-0	Mara Salvatrucha (commonly abbreviated as MS, Mara, and MS-13) is a transnational criminal gang that originated in Los Angeles and has spread to other parts of the United States, Canada, Mexico, and Central America.	Los Angeles		originated in Los Angeles
Q2233	what is bones job	D2103	Bones (TV series)	D2103-1	The show is based on forensic anthropology and forensic archaeology , with each episode focusing on an FBI case file concerning the mystery behind human remains brought by FBI Special Agent Seeley Booth ( David Boreanaz ) to the forensic anthropologist Dr. Temperance "Bones" Brennan ( Emily Deschanel ).	based on forensic anthropology and forensic archaeology , with each episode focusing on an FBI case file concerning the mystery behind human remains brought by FBI Special Agent Seeley Booth ( David Boreanaz ) to the forensic anthropologist Dr. Temperance "Bones" Brennan ( Emily Deschanel )		forensic anthropologist
Q2234	where was the super bowl in 1991	D2104	Super Bowl XXV	D2104-3	The game was held at Tampa Stadium in Tampa, Florida , on January 27, 1991, during the height of the Gulf War .	Tampa Stadium in Tampa, Florida		Tampa Stadium in Tampa, Florida
Q2235	when was malcolm x assassinated	D1868	Malcolm X	D1868-0	Malcolm X (; May 19, 1925February 21, 1965), born Malcolm Little and also known as El-Hajj Malik El-Shabazz (), was an African-American Muslim minister and human rights activist.	February 21, 1965		1965
Q2235	when was malcolm x assassinated	D1868	Malcolm X	D1868-10	In February 1965, less than a year after leaving the Nation of Islam, he was assassinated by three members of the group.	February 1965		February 1965
Q2237	who are the characters in 90210 in season 3	D2106	90210 (season 3)	D2106-7	Regular cast members for the season included Shenae Grimes , Tristan Wilds , AnnaLynne McCord , Ryan Eggold , Jessica Stroup , Michael Steger , Jessica Lowndes , Matt Lanter , Gillian Zinser , Trevor Donovan and Lori Loughlin .	Shenae Grimes , Tristan Wilds , AnnaLynne McCord , Ryan Eggold , Jessica Stroup , Michael Steger , Jessica Lowndes , Matt Lanter , Gillian Zinser , Trevor Donovan and Lori Loughlin		Regular cast members for the season included Shenae Grimes , Tristan Wilds , AnnaLynne McCord , Ryan Eggold , Jessica Stroup , Michael Steger , Jessica Lowndes , Matt Lanter , Gillian Zinser , Trevor Donovan and Lori Loughlin
Q2238	when was queen elizabeth ii married	D230	Elizabeth II	D230-9	In 1947, she married Prince Philip, Duke of Edinburgh , with whom she has four children: Charles , Anne , Andrew , and Edward .	1947		1947
Q2239	where is penn state stadium	D2107	Beaver Stadium	D2107-0	Beaver Stadium is an outdoor college football stadium in University Park , Pennsylvania , United States , on the campus of The Pennsylvania State University .	University Park , Pennsylvania , United States , on the campus of The Pennsylvania State University		University Park , Pennsylvania
Q2240	what is in a tequila sunrise?	D2108	Tequila Sunrise (cocktail)	D2108-0	The Tequila Sunrise is a cocktail made in two different ways, the original ( tequila , crème de cassis , lime juice and soda water ) and the more popular concoction ( tequila , orange juice , and grenadine syrup ).	a cocktail made in two different ways, the original ( tequila , crème de cassis , lime juice and soda water ) and the more popular concoction ( tequila , orange juice , and grenadine syrup )		The Tequila Sunrise is a cocktail made in two different ways, the original ( tequila , crème de cassis , lime juice and soda water ) and the more popular concoction ( tequila , orange juice , and grenadine syrup )
Q2244	where are facial sinuses	D2112	Paranasal sinuses	D2112-0	Paranasal sinuses are a group of four paired air-filled spaces that surround the nasal cavity ( maxillary sinuses ), above the eyes ( frontal sinuses ), between the eyes ( ethmoid sinuses ), and behind the ethmoids ( sphenoid sinuses ).	surround the nasal cavity ( maxillary sinuses ), above the eyes ( frontal sinuses ), between the eyes ( ethmoid sinuses ), and behind the ethmoids ( sphenoid sinuses )		surround the nasal cavity ( maxillary sinuses ), above the eyes ( frontal sinuses ), between the eyes ( ethmoid sinuses ), and behind the ethmoids ( sphenoid sinuses )
Q2246	what is lean manufacturing and who developed	D2113	Lean manufacturing	D2113-0	Lean manufacturing, lean enterprise, or lean production, often simply, "Lean," is a production practice that considers the expenditure of resources for any goal other than the creation of value for the end customer to be wasteful, and thus a target for elimination.	a production practice that considers the expenditure of resources for any goal other than the creation of value for the end customer to be wasteful, and thus a target for elimination		Lean manufacturing, lean enterprise, or lean production, often simply, "Lean," is a production practice that considers the expenditure of resources for any goal other than the creation of value for the end customer to be wasteful, and thus a target for elimination
Q2246	what is lean manufacturing and who developed	D2113	Lean manufacturing	D2113-3	Lean manufacturing is a management philosophy derived mostly from the Toyota Production System (TPS) (hence the term Toyotism is also prevalent) and identified as "Lean" only in the 1990s.	a management philosophy derived mostly from the Toyota Production System (TPS) (hence the term Toyotism is also prevalent) and identified as "Lean" only in the 1990s		management philosophy derived mostly from the Toyota Production System (TPS)
Q2249	who is is the singer westlife	D2116	Westlife	D2116-0	Westlife were an Irish boy band which formed in 1998 and disbanded in 2012.	an Irish boy band which formed in 1998 and disbanded in 2012		Westlife were an Irish boy band which formed in 1998 and disbanded in 2012
Q2250	what is vitamin a for	D2117	Vitamin A	D2117-1	Vitamin A has multiple functions, it is important for growth and development, for the maintenance of the immune system and good vision.	multiple functions, it is important for growth and development, for the maintenance of the immune system and good vision		it is important for growth and development, for the maintenance of the immune system and good vision
Q2250	what is vitamin a for	D2117	Vitamin A	D2117-2	Vitamin A is needed by the retina of the eye in the form of retinal , which combines with protein opsin to form rhodopsin the light-absorbing molecule , that is necessary for both low-light ( scotopic vision) and color vision .	needed by the retina of the eye in the form of retinal , which combines with protein opsin to form rhodopsin the light-absorbing molecule , that is necessary for both low-light ( scotopic vision) and color vision		Vitamin A is needed by the retina of the eye in the form of retinal , which combines with protein opsin to form rhodopsin the light-absorbing molecule , that is necessary for both low-light ( scotopic vision) and color vision
Q2253	what is the capital city of california.	D292	Sacramento, California	D292-0	Sacramento is the capital city of the U.S. state of California and the seat of government of Sacramento County .	Sacramento		Sacramento
Q2254	when is it memorial day	D2120	Memorial Day	D2120-0	Memorial Day is a United States federal holiday which occurs every year on the final Monday of May.	occurs every year on the final Monday of May		final Monday of May
Q2255	What was "Freedom Summer"?	D2121	Freedom Summer	D2121-1	Freedom Summer (also known as the Mississippi Summer Project) was a campaign in the United States launched in June 1964 to attempt to register as many African American voters as possible in Mississippi , which had historically excluded most blacks from voting.	a campaign in the United States launched in June 1964 to attempt to register as many African American voters as possible in Mississippi , which had historically excluded most blacks from voting		Freedom Summer (also known as the Mississippi Summer Project) was a campaign in the United States launched in June 1964 to attempt to register as many African American voters as possible in Mississippi , which had historically excluded most blacks from voting
Q2255	What was "Freedom Summer"?	D2121	Freedom Summer	D2121-2	The project also set up dozens of Freedom Schools, Freedom Houses, and community centers in small towns throughout Mississippi to aid the local black population.	The project also set up dozens of Freedom Schools, Freedom Houses, and community centers in small towns throughout Mississippi to aid the local black population		NO_ANS
Q2259	what is the function of the liver	D2125	Liver	D2125-1	It has a wide range of functions, including detoxification , protein synthesis , and production of biochemicals necessary for digestion .	detoxification , protein synthesis , and production of biochemicals necessary for digestion		It has a wide range of functions, including detoxification , protein synthesis , and production of biochemicals necessary for digestion
Q2259	what is the function of the liver	D2125	Liver	D2125-3	This organ plays a major role in metabolism and has a number of functions in the body, including glycogen storage, decomposition of red blood cells, plasma protein synthesis, hormone production, and detoxification.	glycogen storage, decomposition of red blood cells, plasma protein synthesis, hormone production, and detoxification		This organ plays a major role in metabolism and has a number of functions in the body, including glycogen storage, decomposition of red blood cells, plasma protein synthesis, hormone production, and detoxification
Q2261	what is the formula for calcium nitrate	D2127	Calcium nitrate	D2127-0	Calcium nitrate, also called Norgessalpeter (Norwegian saltpeter), is the inorganic compound with the formula Ca(NO3)2.	Ca(NO3)2		Ca(NO3)2
Q2262	where is dia de los muertos celebrated	D2128	Day of the Dead	D2128-0	Day of the Dead () is a Mexican holiday celebrated throughout Mexico and around the world in other cultures.	Mexico and around the world		celebrated throughout Mexico
Q2263	where is the 2011 mlb all star game location	D2129	2011 Major League Baseball All-Star Game	D2129-1	The event was held on Tuesday, July 12, 2011 at Chase Field in Phoenix, Arizona , home of the National League Arizona Diamondbacks .	Chase Field in Phoenix, Arizona		Chase Field in Phoenix, Arizona
Q2264	what was the Name the first electronic handheld calculator	D2130	Sumlock ANITA calculator	D2130-1	The ANITA Mark VII and ANITA Mark VIII calculators were launched simultaneously in late 1961 as the world's first all- electronic desktop calculators .	ANITA Mark VII and ANITA Mark VIII		The ANITA Mark VII and ANITA Mark VIII calculators were launched simultaneously in late 1961 as the world's first all- electronic desktop calculators
Q2265	when was washington elected president	D1593	George Washington	D1593-0	George Washington ( – , 1799) was the first President of the United States (1789–1797), the commander-in-chief of the Continental Army during the American Revolutionary War , and one of the Founding Fathers of the United States .	1789		1789
Q2267	where is the island New Guinea?	D2132	New Guinea	D2132-1	Located in the southwest Pacific Ocean , it lies geographically to the east of the Malay Archipelago , with which it is sometimes included as part of a greater Indo-Australian Archipelago .	the southwest Pacific Ocean , it lies geographically to the east of the Malay Archipelago , with which it is sometimes included as part of a greater Indo-Australian Archipelago		Located in the southwest Pacific Ocean , it lies geographically to the east of the Malay Archipelago , with which it is sometimes included as part of a greater Indo-Australian Archipelago
Q2272	what is in milk	D2137	Milk	D2137-2	Milk is a white liquid produced by the mammary glands of mammals .	white liquid		NO_ANS
Q2272	what is in milk	D2137	Milk	D2137-4	Early- lactation milk contains colostrum , which carries the mother's antibodies to the baby and can reduce the risk of many diseases in the baby.	colostrum		Early- lactation milk contains colostrum , which carries the mother's antibodies to the baby and can reduce the risk of many diseases in the baby
Q2273	What is motorcycle speedway racing	D2138	Motorcycle speedway	D2138-0	Motorcycle speedway, usually referred to as speedway, is a motorcycle sport involving four and sometimes up to six riders competing over four anti-clockwise laps of an oval circuit.	a motorcycle sport involving four and sometimes up to six riders competing over four anti-clockwise laps of an oval circuit		Motorcycle speedway, usually referred to as speedway, is a motorcycle sport involving four and sometimes up to six riders competing over four anti-clockwise laps of an oval circuit
Q2279	what is customary at shiva	D2144	Shiva (Judaism)	D2144-0	Shiva () (literally "seven") is the week-long mourning period in Judaism for first-degree relatives: father , mother , son , daughter , brother , sister , and spouse .	the week-long mourning period in Judaism for first-degree relatives: father , mother , son , daughter , brother , sister , and spouse		NO_ANS
Q2279	what is customary at shiva	D2144	Shiva (Judaism)	D2144-3	This state lasts for seven days, during which family members traditionally gather in one home (preferably the home of the deceased) and receive visitors.	lasts for seven days, during which family members traditionally gather in one home (preferably the home of the deceased) and receive visitors		family members traditionally gather in one home (preferably the home of the deceased) and receive visitors
Q2279	what is customary at shiva	D2144	Shiva (Judaism)	D2144-4	At the funeral, mourners traditionally rend an outer garment, a ritual known as keriah .	At the funeral, mourners traditionally rend an outer garment, a ritual known as keriah		At the funeral, mourners traditionally rend an outer garment, a ritual known as keriah
Q2281	who is the guy in the wheelchair who is smart	D2146	Stephen Hawking in popular culture	D2146-0	Professor Stephen Hawking , known for being a theoretical physicist , has appeared in many works of popular culture .	Stephen Hawking		Professor Stephen Hawking
Q2283	what is in a hot toddy	D2148	Hot toddy	D2148-0	A hot toddy, also hot totty, and hot tottie, is typically a mixed drink made of liquor and water with sugar and spices and served hot.	a mixed drink made of liquor and water with sugar and spices and served hot		A hot toddy, also hot totty, and hot tottie, is typically a mixed drink made of liquor and water with sugar and spices and served hot
Q2284	what is honey bee propolis	D2149	Propolis	D2149-0	Propolis as hive sealing	Propolis as hive sealing		Propolis as hive sealing
Q2284	what is honey bee propolis	D2149	Propolis	D2149-1	Propolis is a resinous mixture that honey bees collect from tree buds, sap flows, or other botanical sources.	a resinous mixture that honey bees collect from tree buds, sap flows, or other botanical sources		Propolis is a resinous mixture that honey bees collect from tree buds, sap flows, or other botanical sources
Q2285	when was steven tyler born	D2150	Steven Tyler	D2150-0	Steven Tyler (born Steven Victor Tallarico; March 26, 1948) is an American singer, songwriter, and multi-instrumentalist, best known as the frontman and lead singer of the Boston -based rock band Aerosmith , in which he also plays the harmonica, and occasional piano and percussion.	March 26, 1948		March 26, 1948
Q2286	what is name of national anthem song of switzerland	D2151	Swiss Psalm	D2151-0	The Swiss Psalm (, , , ) is the national anthem of Switzerland .	The Swiss Psalm		The Swiss Psalm
Q2287	what is blood urea	D2152	Blood urea nitrogen	D2152-0	The liver produces urea in the urea cycle as a waste product of the digestion of protein .	a waste product of the digestion of protein		a waste product of the digestion of protein
Q2287	what is blood urea	D2152	Blood urea nitrogen	D2152-1	Normal human adult blood should contain between 7 to 21 mg of urea nitrogen per 100 ml (7–21 mg/ dL ) of blood.	contain between 7 to 21 mg of urea nitrogen per 100 ml (7–21 mg/ dL ) of blood		NO_ANS
Q2289	where are the most concentration of jews living	D2154	Jews	D2154-14	According to this report, about 42.5% of all Jews reside in Israel (5.7 million), and 39.3% in the United States (5.3 million), with most of the remainder living in Europe (1.5 million) and Canada (0.4 million).	Israel		According to this report, about 42.5% of all Jews reside in Israel (5.7 million), and 39.3% in the United States (5.3 million), with most of the remainder living in Europe (1.5 million) and Canada (0.4 million)
Q2291	what is corpus christi holiday	D2156	Corpus Christi (feast)	D2156-4	The Feast of Corpus Christi ( Latin for Body of Christ ), also known as Corpus Domini, is a Latin Rite liturgical solemnity celebrating the tradition and belief in the body and blood of Jesus Christ and his Real Presence in the Eucharist .	a Latin Rite liturgical solemnity celebrating the tradition and belief in the body and blood of Jesus Christ and his Real Presence in the Eucharist		a Latin Rite liturgical solemnity celebrating the tradition and belief in the body and blood of Jesus Christ and his Real Presence in the Eucharist
Q2293	who was the first european in the americas	D2158	European colonization of the Americas	D2158-0	The start of the systematic European colonization of the Americas is typically dated to 1492, when a Spanish expedition headed by Christopher Columbus sailed for India to open trade but inadvertently discovered the Americas.	Christopher Columbus		Christopher Columbus
Q2295	where is testosterone produced	D2159	Testosterone	D2159-0	Testosterone is a steroid hormone from the androgen group and is found in mammals, reptiles, birds, and other vertebrates .	mammals, reptiles, birds, and other vertebrates		NO_ANS
Q2295	where is testosterone produced	D2159	Testosterone	D2159-1	In mammals , testosterone is primarily secreted in the testicles of males and the ovaries of females , although small amounts are also secreted by the adrenal glands .	mammals		In mammals , testosterone is primarily secreted in the testicles of males and the ovaries of females , although small amounts are also secreted by the adrenal glands
Q2295	where is testosterone produced	D2159	Testosterone	D2159-3	In men, testosterone plays a key role in the development of male reproductive tissues such as the testis and prostate as well as promoting secondary sexual characteristics such as increased muscle , bone mass, and the growth of body hair .	men		NO_ANS
Q2296	what is the difference between multistage and cluster sampling	D2160	Cluster sampling	D2160-0	Cluster sampling is a sampling technique used when "natural" but relatively homogeneous groupings are evident in a statistical population .	Cluster sampling is a sampling technique used when "natural" but relatively homogeneous groupings are evident in a statistical population		NO_ANS
Q2297	where is jamestown north carolina	D2161	Jamestown, North Carolina	D2161-0	Jamestown is a town in Guilford County , North Carolina , United States , and is a suburb of the nearby cities of Greensboro and High Point.	Guilford County , North Carolina , United States		Jamestown is a town in Guilford County , North Carolina , United States , and is a suburb of the nearby cities of Greensboro and High Point
Q2299	what is cu the element	D2163	Copper	D2163-0	Copper is a chemical element with the symbol Cu (from ) and atomic number 29.	a chemical element with the symbol Cu (from ) and atomic number 29		Copper
Q2301	what was the parthenon used for	D2165	Parthenon	D2165-1	The Parthenon () is a temple on the Athenian Acropolis , Greece, dedicated to the maiden goddess Athena , whom the people of Athens considered their patron deity.	a temple on the Athenian Acropolis , Greece, dedicated to the maiden goddess Athena , whom the people of Athens considered their patron deity		The Parthenon () is a temple on the Athenian Acropolis , Greece, dedicated to the maiden goddess Athena , whom the people of Athens considered their patron deity
Q2302	what is stepwise linear regression	D2166	Stepwise regression	D2166-0	In statistics , stepwise regression includes regression models in which the choice of predictive variables is carried out by an automatic procedure.	regression models in which the choice of predictive variables is carried out by an automatic procedure		In statistics , stepwise regression includes regression models in which the choice of predictive variables is carried out by an automatic procedure
Q2307	when was jamestown colonized	D2170	Jamestown, Virginia	D2170-1	Established by the Virginia Company of London as "James Fort" on May 14, 1607 ( O.S. , May 24, 1607 N.S. ), it followed several earlier failed attempts, including the Lost Colony of Roanoke .	May 14, 1607		May 14, 1607
Q2308	what was the first year of kentucky derby	D2171	Kentucky Derby	D2171-5	Unlike the Preakness and Belmont Stakes, which took hiatuses in 1891-1893 and 1911-1912 respectively, the Kentucky Derby has been run every consecutive year since 1875.	1875		1875
Q2311	who is on the $10. bill	D2174	United States ten-dollar bill	D2174-1	The first U.S. Secretary of the Treasury (1789–95), Alexander Hamilton , is currently featured on the obverse of the bill, while the U.S. Treasury Building is featured on the reverse .	Alexander Hamilton		Alexander Hamilton
Q2314	when was andy griffith born	D2177	Andy Griffith	D2177-0	Andy Samuel Griffith (June 1, 1926 – July 3, 2012) was an American actor, television producer, Grammy Award -winning Southern-gospel singer, and writer.	June 1, 1926		June 1, 1926
Q2315	what is the definition of a hung jury	D2178	Hung jury	D2178-0	A hung jury or deadlocked jury is a jury that cannot, by the required voting threshold, agree upon a verdict after an extended period of deliberation and is unable to change its votes.	a jury that cannot, by the required voting threshold, agree upon a verdict after an extended period of deliberation and is unable to change its votes		A hung jury or deadlocked jury is a jury that cannot, by the required voting threshold, agree upon a verdict after an extended period of deliberation and is unable to change its votes
Q2318	who is norah jones parents	D2181	Norah Jones	D2181-1	She is the daughter of Indian sitar player Ravi Shankar and Sue Jones.	Ravi Shankar and Sue Jones		Ravi Shankar and Sue Jones
Q2321	what is the capacity of the cowboy stadium	D2184	Cowboys Stadium	D2184-4	The stadium seats 85,000, making it the third largest stadium in the NFL by seating capacity .	85,000		85,000
Q2321	what is the capacity of the cowboy stadium	D2184	Cowboys Stadium	D2184-5	The maximum capacity of the stadium, including standing room, is 105,000.	105,000		The maximum capacity of the stadium, including standing room, is 105,000
Q2325	what is Carbon 14 dating is a type of ?	D2188	Carbon-14	D2188-0	Carbon-14, 14C, or radiocarbon, is a radioactive isotope of carbon with a nucleus containing 6 protons and 8 neutrons .	a radioactive isotope of carbon		NO_ANS
Q2326	what is the color puce	D2189	Puce	D2189-0	Puce (often misspelled as "puse", "peuse" or "peuce") is defined in the United States as a brownish-purple color.	a brownish-purple color		defined in the United States as a brownish-purple color
Q2331	when was the battle at tombstone fought	D2194	Gunfight at the O.K. Corral	D2194-0	The Gunfight at the O.K. Corral was a gunfight that took place at about 3:00 p.m. on Wednesday, October 26, 1881, in Tombstone , Arizona Territory , and is generally regarded as the most famous gunfight in the history of the American Old West .	3:00 p.m. on Wednesday, October 26, 1881		3:00 p.m. on Wednesday, October 26, 1881
Q2333	where was jfk buried	D2196	State funeral of John F. Kennedy	D2196-5	After the Requiem Mass at St. Matthew's Cathedral , the late president was buried at Arlington National Cemetery in Virginia.	Arlington National Cemetery in Virginia		Arlington National Cemetery in Virginia
Q2335	what is the population of algoma wi for 2010	D2198	Algoma, Wisconsin	D2198-3	The population was 3,167 at the 2010 census .	3,167		3,167
Q2337	what is renaissance english	D2200	English Renaissance	D2200-3	The English Renaissance was a cultural and artistic movement in England dating from the late 15th and early 16th centuries to the early 17th century.	a cultural and artistic movement in England dating from the late 15th and early 16th centuries to the early 17th century		The English Renaissance was a cultural and artistic movement in England dating from the late 15th and early 16th centuries to the early 17th century
Q2338	Who is the husband of Betty Ford	D2201	Betty Ford	D2201-0	Elizabeth Ann Bloomer Warren "Betty" Ford (April 8, 1918 – July 8, 2011), was First Lady of the United States from 1974 to 1977 during the presidency of her husband Gerald Ford .	First Lady of the United States from 1974 to 1977 during the presidency of her husband Gerald Ford		Gerald Ford
Q2344	what was Coco Chanel's real first name?	D2206	Coco Chanel	D2206-0	Gabrielle "Coco" Bonheur Chanel (August 19, 1883 – January 10, 1971) was a French fashion designer and founder of the Chanel brand.	Gabrielle		Gabrielle "Coco" Bonheur Chanel
Q2345	what is grist mill stone	D2207	Gristmill	D2207-1	A gristmill (also: grist mill, corn mill or flour mill) grinds grain into flour .	NO_ANS		A gristmill (also: grist mill, corn mill or flour mill) grinds grain into flour
Q2349	who is Dr. JB Danquah	D2211	J. B. Danquah	D2211-0	Nana Joseph Kwame Kyeretwie Boakye Danquah (December 1895 – 4 February 1965) was a Ghanaian statesman , pan-Africanist , scholar and historian .	a Ghanaian statesman , pan-Africanist , scholar and historian		was a Ghanaian statesman , pan-Africanist , scholar and historian
Q2352	where is big pokey from	D2213	Big Pokey	D2213-0	Milton Powell (born December 4, 1977), better known by his stage name Big Pokey, is a rap artist from Houston, Texas and is one of the original members of the Screwed Up Click .	Houston, Texas		Houston, Texas
Q2353	what is baklava recipe	D2214	Baklava	D2214-0	Baklava (, , or ; also Baklawa) is a rich, sweet pastry made of layers of phyllo pastry filled with chopped nuts and sweetened with syrup or honey .	made of layers of phyllo pastry filled with chopped nuts and sweetened with syrup or honey		Baklava (, , or ; also Baklawa) is a rich, sweet pastry made of layers of phyllo pastry filled with chopped nuts and sweetened with syrup or honey
Q2354	what is the rule of the 9s	D2215	Total body surface area	D2215-1	In adults, the "rule of nines" is used to determine the total percentage of area burned for each major section of the body.	used to determine the total percentage of area burned for each major section of the body		In adults, the "rule of nines" is used to determine the total percentage of area burned for each major section of the body
Q2356	where  is kj 52 from	D2217	KJ-52	D2217-0	Jonah Kirsten Sorrentino (born June 26, 1975), better known by his stage name KJ-52, is a Christian rapper from Tampa, Florida .	Tampa, Florida		Tampa, Florida
Q2357	what is the sign for degrees	D2218	Degree symbol	D2218-0	The degree symbol (°) is a typographical symbol that is used, among other things, to represent degrees of arc (e.g. in geographic coordinate systems ), hours (in the medical field), or degrees of temperature .	a typographical symbol that is used, among other things, to represent degrees of arc (e.g. in geographic coordinate systems ), hours (in the medical field), or degrees of temperature		The degree symbol (°)
Q2357	what is the sign for degrees	D2218	Degree symbol	D2218-1	The symbol consists of a small raised circle, historically a zero glyph .	consists of a small raised circle, historically a zero glyph		The symbol consists of a small raised circle, historically a zero glyph
Q2360	what is the prognosis of stomach cancer	D2221	Stomach cancer	D2221-2	Prognosis is poor (5-year survival <5 to 15%) because most patients present with advanced disease.	present with advanced disease		Prognosis is poor (5-year survival <5 to 15%) because most patients present with advanced disease
Q2361	who is carlos pena on big time rush	D2222	Big Time Rush	D2222-0	Big Time Rush (BTR) is an American television series created by Scott Fellows about the Hollywood misadventures of four hockey players from Minnesota —Kendall, James, Carlos, and Logan, after they are selected to form a boy band .	hockey players		NO_ANS
Q2367	what is el mate	D2226	Mate (beverage)	D2226-0	Mate (, ; sometimes also spelled maté), also known as chimarrão () or cimarrón (), is a traditional South American infused drink , particularly in Argentina, Uruguay, Paraguay and the southern states of Brazil and to a lesser degree in south of Chile, the Bolivian Chaco , Syria and Lebanon.	a traditional South American infused drink , particularly in Argentina, Uruguay, Paraguay and the southern states of Brazil and to a lesser degree in south of Chile, the Bolivian Chaco , Syria and Lebanon		a traditional South American infused drink
Q2369	what is dave batista doing now	D2228	Dave Batista	D2228-7	He won his MMA debut on October 6, 2012, defeating Vince Lucero via TKO in the first round.	NO_ANS		He won his MMA debut on October 6, 2012, defeating Vince Lucero via TKO in the first round
Q2370	WHO IS HENRY SAMPSON JR.	D2229	Henry Sampson (inventor)	D2229-0	Henry T. Thomas Sampson, Jr. (born in Jackson, Mississippi in 1934) is an African-American inventor.	an African-American inventor		an African-American inventor
Q2371	where is the arctic circle located on the earth	D2230	Arctic circle	D2230-6	The Arctic Circle is the southernmost latitude in the Northern Hemisphere at which the sun can remain continuously above or below the horizon for 24 hours (at the June solstice and December solstice respectively).	the southernmost latitude in the Northern Hemisphere		The Arctic Circle is the southernmost latitude in the Northern Hemisphere at which the sun can remain continuously above or below the horizon for 24 hours (at the June solstice and December solstice respectively)
Q2375	what is the erb/heart	D2233	Erb's point (cardiology)	D2233-3	In cardiology, Erb's point refers to the third intercostal space on the left sternal border where S2 is best auscultated .	the third intercostal space on the left sternal border where S2 is best auscultated		In cardiology, Erb's point refers to the third intercostal space on the left sternal border where S2 is best auscultated
Q2377	when was pokemon first started	D657	PokÃ©mon	D657-1	is a media franchise published and owned by Japanese video game company Nintendo and created by Satoshi Tajiri in 1996.	1996		1996
Q2379	where are colors on stoplight	D2234	Traffic light	D2234-4	In the typical sequence of color phases:	sequence of color phases		NO_ANS
Q2379	where are colors on stoplight	D2234	Traffic light	D2234-5	the green light allows traffic to proceed in the direction denoted, if it is safe to do so	green		NO_ANS
Q2379	where are colors on stoplight	D2234	Traffic light	D2234-6	the yellow/amber light denoting prepare to stop short of the intersection, if it is safe to do so	yellow/amber		NO_ANS
Q2379	where are colors on stoplight	D2234	Traffic light	D2234-7	the red signal prohibits any traffic from proceeding	red		NO_ANS
Q2383	what is the fundamental theorem of calculus used for	D2237	Fundamental theorem of calculus	D2237-0	The fundamental theorem of calculus is a theorem that links the concept of the derivative of a function with the concept of the integral .	links the concept of the derivative of a function with the concept of the integral		The fundamental theorem of calculus is a theorem that links the concept of the derivative of a function with the concept of the integral
Q2383	what is the fundamental theorem of calculus used for	D2237	Fundamental theorem of calculus	D2237-1	The first part of the theorem, sometimes called the first fundamental theorem of calculus, shows that an indefinite integration can be reversed by a differentiation.	shows that an indefinite integration can be reversed by a differentiation		The first part of the theorem, sometimes called the first fundamental theorem of calculus, shows that an indefinite integration can be reversed by a differentiation
Q2385	what is nicki minaj real name	D2239	Nicki Minaj	D2239-0	Onika Tanya Maraj (born December 8, 1982), known by her stage name Nicki Minaj (), is a Trinidadian-born American rapper, singer, songwriter and television personality.	Onika Tanya Maraj		Onika Tanya Maraj
Q2390	what is the disease osteonecrosis of the jaw?	D2244	Osteonecrosis of the jaw	D2244-0	Osteonecrosis of the jaw (ONJ) is a severe bone disease that affects the maxilla and the mandible .	a severe bone disease that affects the maxilla and the mandible		Osteonecrosis of the jaw (ONJ) is a severe bone disease that affects the maxilla and the mandible
Q2390	what is the disease osteonecrosis of the jaw?	D2244	Osteonecrosis of the jaw	D2244-2	Osteonecrosis of the jaws associated with bisphosphonate therapy, required by some cancer treatment regimens, has been identified and defined as a pathological entity since 2003.	associated with bisphosphonate therapy, required by some cancer treatment regimens, has been identified and defined as a pathological entity since 2003		NO_ANS
Q2392	what is mincemeat made of	D2246	Mincemeat	D2246-1	Mincemeat is a mixture of chopped dried fruit , distilled spirits and spices , and sometimes beef suet , beef , or venison .	a mixture of chopped dried fruit , distilled spirits and spices , and sometimes beef suet , beef , or venison		Mincemeat is a mixture of chopped dried fruit , distilled spirits and spices , and sometimes beef suet , beef , or venison
Q2395	who is suicide tna	D2249	Suicide (character)	D2249-0	Suicide is a fictional character from TNA Impact!	a fictional character from TNA Impact!		a fictional character
Q2397	where is hickory located nc	D2251	Hickory, North Carolina	D2251-0	Hickory is a city in Catawba County , with parts also in Burke County and Caldwell County .	Catawba County , with parts also in Burke County and Caldwell County		Hickory is a city in Catawba County , with parts also in Burke County and Caldwell County
Q2398	what is Polyester in packaging PET	D2252	Polyethylene terephthalate	D2252-0	Polyethylene terephthalate (sometimes written poly(ethylene terephthalate)), commonly abbreviated PET, PETE, or the obsolete PETP or PET-P, is a thermoplastic polymer resin of the polyester family and is used in synthetic fibers ; beverage, food and other liquid containers ; thermoforming applications; and engineering resins often in combination with glass fiber.	a thermoplastic polymer resin of the polyester family and is used in synthetic fibers ; beverage, food and other liquid containers ; thermoforming applications; and engineering resins often in combination with glass fiber		a thermoplastic polymer resin of the polyester family
Q2399	what was the GE building in rockefeller plaza called before.	D2253	GE Building	D2253-1	Known as the RCA Building until 1988, it is most famous for housing the headquarters of the television network NBC .	RCA Building		RCA Building
